transaction_id,amount,hour,predicted_label,fraud_probability,top_shap_feature,shap_value
277276,11.5,22,0,0.000503,V12,-3.702613
10409,27.84,4,0,0.001823,V3,-4.123768
24453,386.68,9,0,0.001876,V14,-4.288892
19207,111.0,8,0,0.000532,V4,-4.524188
206815,19.95,13,0,0.003092,V1,-5.270344
201260,200.0,13,0,0.005765,V3,-3.83203
91091,24.0,17,0,0.014706,V3,-2.780739
224597,100.65,15,0,6e-06,V1,-4.457252
117844,49.54,20,0,0.00011,V4,-6.482742
178975,14.18,10,0,0.0,V4,-6.988604
67250,0.0,14,0,0.054125,V12,-2.950831
22787,31.34,9,0,0.000544,V12,-3.676469
108501,42.9,19,0,0.006333,V14,-3.177633
259238,7.17,20,0,1.9e-05,V24,-4.842146
136032,39.42,22,0,0.001484,V8,-4.39697
73866,300.19,15,0,0.000263,V14,-4.030179
2177,120.97,0,0,0.192027,V3,-3.361794
239962,14.99,17,0,0.00029,V2,-2.787378
242680,5.16,18,0,1.2e-05,V4,-6.321334
46249,13.27,11,0,1.8e-05,V4,-2.98769
50536,89.72,12,0,1.2e-05,V4,-4.296994
174247,1.0,9,0,2.2e-05,V4,-6.412802
108353,174.64,19,0,0.001733,V14,-4.256912
197552,1.0,12,0,6e-05,V1,-5.517068
156277,11.27,5,0,0.0,V3,-6.61009
238631,15.0,17,0,1.1e-05,V4,-4.393219
8664,16.1,3,0,7e-06,V3,-6.593922
234179,29.95,17,0,1e-06,V1,-6.303007
115887,3.59,20,0,3e-06,V4,-4.552387
144217,2.58,23,0,0.000121,V14,-3.563349
144025,7.99,23,0,0.000406,V8,-4.100969
62710,55.11,13,0,4e-06,V11,-4.7298
226023,9.39,16,0,7e-06,V4,-6.255065
256158,29.56,19,0,0.004785,V1,-3.752327
101903,3.57,18,0,0.000308,V3,-4.168773
59279,42.94,13,0,4.2e-05,V4,-5.855998
90674,1.0,17,0,7.9e-05,V11,-5.301739
106493,9.51,19,0,0.0,V12,-4.19923
194449,10.62,12,0,7.8e-05,V4,-4.403784
136817,1.98,22,0,0.001053,V14,-3.552243
51206,14.99,12,0,0.001686,V24,-3.610707
57935,17.4,13,0,2.9e-05,V4,-5.34582
92267,0.77,17,0,4e-06,V4,-6.620496
46845,7.95,11,0,0.0,V12,-5.504637
173541,21.0,9,0,8e-06,V1,-5.438078
199813,2.36,12,0,0.004496,V11,-3.091966
60051,187.05,13,0,0.000305,V14,-5.476434
254084,11.99,19,0,0.000201,V2,-3.477132
30447,103.57,9,0,0.723523,V12,-3.199206
89640,2.69,17,0,0.000891,V14,-4.05117
120478,1.98,21,0,1e-06,V10,-2.854815
73652,9.99,15,0,0.002654,V3,-3.854049
220332,6.26,15,0,9e-06,V4,-6.633693
132836,0.89,22,0,7e-06,V10,-3.39301
183823,284.77,10,0,0.000467,V4,-5.764576
14200,357.0,7,0,1.3e-05,V11,-5.992144
232904,319.99,16,0,0.000378,V4,-4.926508
17642,9.99,8,0,1e-06,V4,-5.294353
266368,196.0,21,0,0.000217,V4,-6.391644
241511,646.34,17,0,1e-04,V4,-5.241244
185721,169.28,11,0,0.008105,V14,-1.714812
84160,6.51,16,0,0.000443,V3,-3.706433
22628,37.75,8,0,2e-05,V14,-3.366147
232329,2.69,16,0,5.2e-05,V11,-3.87051
265257,1.7,20,0,1e-06,V4,-4.272288
221122,35.03,15,0,8e-06,V1,-5.111054
92636,62.18,17,0,0.067136,V12,-4.122344
267194,145.0,21,0,0.00013,V4,-7.024051
209219,7.31,14,0,0.0,V1,-5.624927
156118,9.83,5,0,0.0,V4,-5.37157
69641,30.0,14,0,1.2e-05,V3,-4.150842
226821,28.7,16,0,0.002615,V11,-3.141881
43173,1000.0,11,0,2e-06,V4,-5.473004
208804,140.0,14,0,0.001579,V4,-4.800008
17526,25.97,7,0,0.000434,V3,-3.930094
125784,2.68,21,0,0.000106,V3,-3.982187
197340,43.25,12,0,1.3e-05,V4,-4.663216
179381,2.42,10,0,0.001659,V4,-4.471586
254672,112.7,19,0,0.000905,V4,-7.0293
215449,40.2,14,0,3.1e-05,V4,-7.696586
14348,50.0,7,0,8.4e-05,V3,-2.198294
107363,6.47,19,0,0.000785,V3,-7.021475
212097,65.41,14,0,9e-06,V11,-5.757779
142512,12.05,23,0,0.000262,V3,-3.608245
178916,11.55,10,0,0.000141,V24,-4.428957
48786,15.95,12,0,2.4e-05,V4,-4.2217
179287,46.0,10,0,4.8e-05,V14,-6.723251
62487,500.95,13,0,1.2e-05,V4,-6.332116
84892,3.59,16,0,0.00021,V3,-4.11896
156422,16.65,6,0,0.000193,V14,-5.025743
198906,15.0,12,0,1e-06,V1,-4.224217
71911,2.69,15,0,0.000339,V14,-6.98009
177422,15.0,10,0,5.4e-05,V4,-6.421783
253052,53.83,19,0,2.7e-05,V12,-4.483056
32981,39.8,10,0,0.000118,V4,-3.942538
264058,13.28,20,0,0.000129,V4,-6.368388
11084,11.85,5,0,3e-06,V3,-5.897374
26831,86.16,9,0,1e-06,V3,-6.204592
185777,230.0,11,0,0.057383,V26,-2.340972
19399,9.99,8,0,0.000265,V14,-3.65083
251316,12.41,19,0,0.000182,V8,-3.191268
216208,344.43,14,0,4e-06,V4,-5.798288
84477,207.19,16,0,5.8e-05,V14,-4.407842
121403,1.0,21,0,0.071491,V12,-1.616588
134822,186.62,22,0,0.000144,V18,-3.418472
142849,1.98,23,0,0.000281,V14,-2.374212
76337,2281.13,15,0,0.00135,V18,-2.519457
29277,1.29,9,0,0.000123,V14,-4.29925
250558,4.99,19,0,0.0,V11,-4.027815
175592,13.56,10,0,0.0,V1,-5.336146
81976,809.4,16,0,0.000997,V4,-4.708336
142095,6.0,23,0,2e-06,V11,-4.490972
263678,20.0,20,0,0.000721,V19,-2.249142
139919,14.16,23,0,1e-05,V14,-4.900058
13592,28.6,6,0,1e-06,V14,-8.899108
212962,60.22,14,0,4e-06,V4,-7.011482
206386,2.28,13,0,2.8e-05,V4,-8.171075
206904,4.49,13,0,0.0,V1,-6.105886
110318,8.99,19,0,0.000536,V14,-4.064328
187941,5.47,11,0,3.8e-05,V3,-6.768554
93409,180.0,17,0,7.8e-05,V14,-4.347338
283174,9.99,23,0,4e-06,V4,-6.403684
280179,0.89,23,0,0.000611,V1,-5.277518
233524,69.99,16,0,0.000124,V1,-4.062876
184467,101.88,11,0,0.000487,V4,-3.96706
196656,1.0,12,0,0.000141,V1,-5.823635
231527,41.64,16,0,0.003239,V14,-3.196519
34481,9.6,10,0,0.000213,V3,-4.286271
248210,20.0,18,0,0.000795,V1,-5.845682
95094,12.29,18,0,4e-06,V11,-6.37406
124009,28.89,21,0,3.6e-05,V10,-2.447731
206716,9.99,13,0,0.000352,V1,-5.827605
279826,35.27,22,0,0.003164,V10,-3.006226
93156,30.63,17,0,8.4e-05,V18,-3.767718
26067,8.99,9,0,1e-05,V14,-4.283409
83146,17.89,16,0,0.000131,V4,-5.223902
211457,80.0,14,0,3.6e-05,V1,-6.123581
79139,141.34,16,0,0.006164,V3,-6.681928
38088,15.74,10,0,0.0,V3,-7.702122
125871,0.99,21,0,4e-06,V8,-3.174034
201107,31.04,13,0,2e-06,V4,-3.960237
61985,2.67,13,0,1e-06,V3,-3.466838
131910,11.4,22,0,0.010458,V10,-2.85339
35095,13.56,10,0,2e-06,V14,-3.8244
215576,50.25,14,0,0.000328,V4,-7.09377
76269,398.9,15,0,0.000136,V12,-7.52175
244373,3.76,18,0,5e-06,V12,-4.27583
154965,63.5,4,0,1.3e-05,V14,-7.730504
1704,36.19,0,0,3e-06,V3,-8.211946
21662,1.5,8,0,0.013206,V11,-2.776401
114827,9.98,20,0,1.7e-05,V14,-3.722283
42950,348.75,11,0,0.001128,V3,-6.07839
132571,39.8,22,0,4e-05,V11,-4.392167
283680,4.45,23,0,5.4e-05,V14,-3.554113
82235,91.4,16,0,0.000255,V12,-7.445057
222447,95.92,15,0,0.000166,V4,-5.001756
242004,9.27,18,0,4.9e-05,V4,-7.228919
17459,20.8,7,0,1e-06,V4,-5.923974
64557,1.79,14,0,8e-06,V14,-5.285108
38075,1.0,10,0,0.419223,V12,-2.08011
280408,0.89,23,0,1e-06,V4,-3.735384
52685,104.9,12,0,0.006592,V8,-2.892007
26539,167.99,9,0,0.005846,V18,-2.565328
138430,13.0,22,0,7.1e-05,V3,-3.994921
130727,1.0,22,0,0.00028,V4,-3.791559
235890,1.98,17,0,2e-06,V1,-6.567254
100215,1.29,18,0,4e-06,V3,-5.579266
29022,35.0,9,0,1e-06,V14,-3.69724
161862,49.95,7,0,1.5e-05,V14,-6.160209
141060,40.08,23,0,1.1e-05,V14,-3.883452
174382,1.29,9,0,3e-06,V1,-6.489038
201566,795.03,13,0,8.5e-05,V12,-4.948304
19273,8.9,8,0,1.4e-05,V3,-4.281884
239586,5.9,17,0,0.0,V4,-5.413834
47449,122.19,12,0,7.9e-05,V4,-5.016666
246171,5.99,18,0,8e-05,V4,-6.442798
62238,0.76,13,0,0.004994,V1,-1.570378
155070,3.36,4,0,4e-06,V14,-6.066681
26903,440.25,9,0,3.4e-05,V4,-7.65917
129028,19.0,21,0,0.000225,V4,-5.863537
36725,5.76,10,0,1.6e-05,V4,-6.629686
245901,0.23,18,0,1e-06,V12,-6.704936
207117,27.9,13,0,0.0,V1,-5.176562
227191,21.29,16,0,0.000115,V11,-6.744802
201698,0.89,13,0,4.3e-05,V4,-5.449534
61357,330.0,13,0,0.016685,V12,-2.042327
163752,1.98,8,0,2.3e-05,V1,-5.8127
125873,60.0,21,0,4.4e-05,V14,-4.988608
119694,1.79,20,0,2.2e-05,V3,-3.548136
226036,4.99,16,0,0.00074,V1,-4.742531
242729,20.0,18,0,4.3e-05,V4,-5.129764
173725,31.01,9,0,1.8e-05,V4,-5.633942
128273,63.7,21,0,3.9e-05,V14,-3.712266
192021,650.69,11,0,3e-06,V12,-5.11801
223961,2.0,15,0,0.000635,V14,-4.665436
90138,125.0,17,0,0.000293,V4,-3.632185
84809,277.9,16,0,0.0,V3,-7.667988
33191,3.38,10,0,0.176831,V14,-1.959634
7709,24.0,2,0,1e-06,V4,-5.384389
218592,10.0,15,0,0.000193,V12,-3.437344
224714,0.89,15,0,0.000396,V1,-5.569302
47301,1.52,11,0,0.002566,V3,-2.759174
19746,1.0,8,0,0.0,V4,-5.493936
122408,2.68,21,0,5e-06,V3,-4.310556
24092,4.56,9,0,0.0,V4,-7.11817
214932,28.0,14,0,9.9e-05,V1,-6.3975
3883,9.72,0,0,7e-06,V14,-4.448708
230810,77.5,16,0,0.000764,V4,-6.211317
83601,4.49,16,0,4.6e-05,V4,-6.468618
94459,34.9,18,0,0.007921,V14,-3.840248
107728,19.99,19,0,1.2e-05,V18,-3.64767
51700,259.39,12,0,0.01741,V12,-1.55934
220133,45.9,15,0,4e-06,V1,-4.612334
148444,72.0,0,0,1e-06,V1,-4.659197
125572,63.77,21,0,1.1e-05,V3,-8.196768
282501,247.6,23,0,0.002074,V4,-2.511662
196031,46.16,12,0,6.4e-05,V1,-4.327668
203192,150.0,13,0,0.000168,V3,-5.29348
210819,0.99,14,0,0.000186,V1,-6.52496
244900,19.58,18,0,5e-06,V14,-4.408519
9688,14.95,4,0,0.000118,V14,-6.343038
193654,65.7,12,0,0.001862,V18,-1.772137
177527,32.2,10,0,2e-06,V4,-7.748938
138723,1.6,23,0,0.000688,V14,-4.29908
92797,11.41,17,0,0.043181,V10,-2.372189
111978,59.19,20,0,0.000341,V3,-7.175048
265981,30.0,21,0,1.1e-05,V4,-6.079124
14738,100.0,7,0,2e-06,V4,-5.500192
12874,20.0,6,0,5.2e-05,V3,-7.812506
97306,39.99,18,0,0.000269,V12,-5.185784
96075,0.99,18,0,0.000115,V8,-2.627324
96684,314.96,18,0,0.000994,V14,-4.39725
178437,35.9,10,0,2e-06,V14,-3.127335
145576,176.37,0,0,5e-06,V4,-4.882506
162423,11.0,7,0,2e-06,V1,-4.526754
257342,521.52,19,0,0.527643,V12,-1.929308
202019,231.63,13,0,2.9e-05,V1,-2.98136
169253,12.2,9,0,0.002602,V14,-2.74079
80016,7.99,16,0,2e-06,V3,-4.704483
110811,8.5,19,0,0.027915,V14,-4.630376
192176,36.0,11,0,0.000148,V4,-3.700034
13915,34.89,6,0,0.0,V4,-6.169986
252540,1.18,19,0,1e-06,V4,-6.311756
171238,15.0,9,0,6e-06,V4,-7.583498
155107,45.0,5,0,0.000127,V14,-7.837158
202051,6.99,13,0,1.1e-05,V4,-7.941838
77699,17.99,15,0,0.023106,V12,-3.944241
239909,1.0,17,0,0.009886,V10,-2.503545
268837,11.49,21,0,3.3e-05,V14,-5.06365
59756,5.49,13,0,0.00012,V14,-2.944986
257883,208.0,19,0,0.000273,V4,-7.025012
78420,0.76,15,0,0.010373,V14,-2.4135
141,30.9,0,0,2e-06,V4,-5.301694
260690,189.0,20,0,0.466897,V4,-5.282308
208471,5.37,14,0,5e-06,V1,-6.023609
106643,5.99,19,0,8e-06,V18,-4.150136
213490,30.0,14,0,0.000143,V1,-5.013622
17251,1.54,7,0,0.000133,V14,-5.066062
109854,189.0,19,0,0.001165,V4,-5.502545
262963,12.0,20,0,1.2e-05,V4,-6.6188
101046,2.0,18,0,9.2e-05,V3,-4.161358
52633,0.89,12,0,3.4e-05,V14,-5.806412
170739,532.27,9,0,1.1e-05,V12,-5.164928
258650,316.57,20,0,1.2e-05,V4,-4.594663
244331,25.6,18,0,0.000251,V4,-5.561811
111079,85.95,20,0,0.000133,V14,-4.315526
63984,22.75,14,0,3.2e-05,V3,-4.037123
7965,15.95,3,0,5.6e-05,V14,-5.559653
51943,139.87,12,0,0.007587,V14,-4.11288
26158,14.9,9,0,6e-05,V14,-4.577234
56204,457.95,13,0,0.00021,V4,-5.682522
45428,0.89,11,0,0.008002,V14,-2.900653
6821,9.12,2,0,6.9e-05,V14,-7.312324
150594,33.0,2,0,1e-06,V1,-4.816876
8134,15.95,3,0,2e-05,V14,-6.263716
279346,32.1,22,0,1.1e-05,V4,-5.658674
111615,4.49,20,0,0.001294,V4,-3.118524
139612,98.92,23,0,0.000626,V4,-5.236788
118617,179.0,20,0,0.013046,V12,-3.460118
219362,414.98,15,0,4.4e-05,V4,-6.103265
192802,4.34,12,0,1e-05,V4,-6.477742
127105,25.27,21,0,1e-06,V14,-5.036428
62672,23.15,13,0,3.7e-05,V4,-6.140518
268778,200.0,21,0,8.4e-05,V10,-2.706763
262501,59.29,20,0,5.2e-05,V4,-6.015717
179435,8.99,10,0,1.1e-05,V4,-7.2533
222475,0.89,15,0,6e-06,V4,-5.532656
210342,18.2,14,0,0.000956,V4,-7.410632
131746,1.18,22,0,0.0,V12,-5.701524
172898,50.0,9,0,1.4e-05,V4,-7.246176
134913,124.4,22,0,2.3e-05,V18,-3.103451
194893,49.26,12,0,3.9e-05,V4,-8.304916
105803,1.0,19,0,0.002642,V14,-5.087108
143973,27.12,23,0,1.3e-05,V3,-8.257484
58721,1.79,13,0,5.3e-05,V4,-4.959602
151522,0.01,2,0,1e-06,V1,-6.085362
56264,39.9,13,0,1.3e-05,V12,-4.745926
192243,10.59,12,0,0.00041,V3,-4.629672
266823,0.99,21,0,8.1e-05,V4,-6.395041
13167,7.42,6,0,1e-06,V4,-7.672052
281316,266.76,23,0,0.002257,V14,-4.113396
69677,10.97,14,0,5.7e-05,V3,-3.329573
113330,15.5,20,0,3e-06,V4,-5.422261
92860,9.98,17,0,1.1e-05,V14,-3.846077
87727,1.0,17,0,0.061577,V3,-6.505618
138724,60.0,23,0,0.000168,V8,-3.182824
23189,143.75,9,0,0.000241,V4,-7.694684
249900,9.99,18,0,9.6e-05,V1,-6.496615
211613,8.05,14,0,1e-05,V12,-2.835335
75687,1.98,15,0,0.00016,V4,-5.596897
244781,3.98,18,0,0.000917,V1,-6.588966
223030,461.19,15,0,5.1e-05,V4,-5.875228
11600,5.0,5,0,1e-05,V4,-5.843844
281110,151.16,23,0,0.000132,V4,-5.881809
29562,37.88,9,0,0.0021,V3,-7.354768
264994,8.28,20,0,1e-05,V4,-6.388446
78163,388.9,15,0,0.004875,V3,-4.079479
79948,37.46,16,0,0.000227,V11,-2.893058
278701,186.87,22,0,2.5e-05,V12,-4.652521
197701,19.99,12,0,6e-06,V4,-8.513794
77794,1.0,15,0,3e-06,V3,-3.450002
198329,162.95,12,0,0.000148,V4,-6.820522
17253,2.92,7,0,0.0,V4,-6.42633
126941,171.0,21,0,0.010546,V3,-4.18342
230781,2.36,16,0,1.7e-05,V12,-7.297146
113759,16.63,20,0,0.001197,V14,-3.483891
85248,57.5,16,0,0.310087,V3,-2.974121
249039,500.0,18,0,0.000401,V18,-3.664439
121549,45.0,21,0,0.012662,V11,-2.432352
38364,71.89,10,0,0.004312,V14,-3.515442
174661,11.16,9,0,2e-06,V4,-7.07588
126478,71.01,21,0,1.9e-05,V3,-3.81044
146605,22.66,0,0,2.5e-05,V3,-3.998354
102444,1.0,18,1,1.0,V14,2.925942
214823,112.4,14,0,0.000389,V4,-3.298134
225553,1.79,16,0,1e-06,V1,-6.03731
219021,122.97,15,0,0.030966,V12,-3.340783
114683,128.0,20,0,2.9e-05,V4,-5.30929
93645,20.76,17,0,1e-06,V12,-7.08563
164665,207.7,8,0,1.8e-05,V4,-6.925856
18005,396.0,8,0,4e-06,V4,-5.627518
137589,22.7,22,0,0.165001,V3,-3.533672
128364,24.32,21,0,2e-05,V11,-7.83845
113923,104.24,20,0,0.000529,V4,-5.766036
210771,74.17,14,0,4e-06,V14,-5.23926
282670,10.0,23,0,7e-06,V4,-5.47693
113809,178.08,20,0,7e-05,V4,-7.01739
186870,294.23,11,0,2e-06,V14,-4.589828
223537,1.0,15,0,3e-06,V12,-7.675294
115520,0.12,20,0,0.000505,V14,-4.11394
183620,3.57,10,0,0.000381,V4,-4.965926
116056,9.21,20,0,0.001757,V4,-2.811656
142148,1.0,23,0,0.000111,V3,-5.245117
140962,37.0,23,0,3.9e-05,V4,-4.563848
128536,9.99,21,0,0.025594,V3,-3.675439
202488,3.79,13,0,0.0,V4,-5.50224
81729,169.9,16,0,0.003538,V14,-4.182747
238161,0.76,17,0,6.7e-05,V18,-2.171281
135224,157.05,22,0,0.0,V14,-4.663905
105753,15.0,19,0,4.4e-05,V4,-5.850752
165227,0.76,8,0,5.9e-05,V1,-5.980842
149455,70.18,1,0,9e-06,V14,-6.401866
263171,535.15,20,0,0.00014,V12,-4.24654
152879,9.03,3,0,0.0,V14,-6.14741
233769,28.56,17,0,0.000896,V1,-6.100506
125973,13.75,21,0,5e-06,V3,-4.282452
248661,9.88,18,0,7e-06,V4,-6.909165
230010,9.99,16,0,0.00049,V4,-5.546606
179307,800.0,10,0,1.7e-05,V4,-4.408756
192678,9.31,12,0,0.001236,V1,-3.872563
142454,33.95,23,0,1e-06,V12,-7.476788
100028,22.44,18,0,0.008205,V18,-4.222069
201645,54.0,13,0,8.3e-05,V1,-5.250589
247960,7.1,18,0,2.7e-05,V4,-4.494698
83187,73.95,16,0,7.9e-05,V14,-4.617748
34878,25.0,10,0,3e-06,V4,-6.312355
185074,45.0,11,0,0.00019,V4,-7.780034
77615,250.0,15,0,0.000739,V18,-3.375392
123757,16.0,21,0,0.008048,V12,-2.823494
9260,33.0,3,0,1e-06,V14,-5.174406
102207,25.9,18,0,7.4e-05,V4,-4.911872
1225,158.0,0,0,1.7e-05,V14,-4.693932
135288,204.0,22,0,1.1e-05,V4,-4.985776
142783,88.36,23,0,1.1e-05,V4,-5.180556
40798,428.84,11,0,3.7e-05,V4,-7.422082
54393,2.5,12,0,0.00096,V3,-4.13811
43958,19.63,11,0,0.000115,V11,-4.376172
177968,50.95,10,0,2e-06,V3,-6.138678
92405,56.85,17,0,0.000428,V12,-3.073638
12929,638.81,6,0,2.8e-05,V14,-5.84505
49958,19.95,12,0,3.9e-05,V4,-5.406978
90052,0.0,17,0,2.8e-05,V3,-4.02784
29423,10.0,9,0,1.7e-05,V14,-3.285854
61175,2.31,13,0,3e-06,V4,-6.145902
81446,170.0,16,0,0.000282,V4,-5.98727
168737,2.95,9,0,9e-06,V12,-5.488672
80541,218.0,16,0,0.000109,V4,-5.94292
57240,124.41,13,0,0.003797,V14,-2.387166
258800,9.99,20,0,2e-06,V4,-4.645276
11398,5.0,5,0,1e-06,V4,-7.000062
118246,156.91,20,0,0.059827,V12,-3.288318
15497,116.6,7,0,7.3e-05,V3,-4.064152
119738,54.98,20,0,4.7e-05,V14,-5.523408
255405,1.0,19,0,0.000132,V1,-5.508048
3100,81.98,0,0,7.9e-05,V14,-4.227654
225531,25.9,16,0,8e-06,V1,-4.569932
98020,130.0,18,0,0.004313,V4,-5.775252
166605,38.98,8,0,1e-06,V4,-4.773846
129252,1.98,21,0,1e-06,V14,-5.259806
118496,103.41,20,0,0.001236,V18,-2.080659
94235,14.49,17,0,1e-06,V14,-5.363058
125840,29.5,21,0,0.003038,V18,-4.160919
168795,157.18,9,0,0.0,V4,-5.9364
94483,431.97,18,0,0.030672,V14,-1.744718
241288,26.4,17,0,0.000484,V4,-5.332932
99732,7.12,18,0,0.000161,V4,-5.906561
172495,1.0,9,0,1e-06,V1,-5.268024
92989,45.76,17,0,0.003072,V14,-4.542886
258945,212.5,20,0,0.00351,V11,-2.217218
160807,3.85,7,0,3e-06,V1,-6.125022
22795,1.79,9,0,2e-06,V14,-5.130404
25525,12.31,9,0,2e-06,V3,-3.456768
106811,0.69,19,0,1e-06,V14,-5.586592
270365,175.0,21,0,0.003792,V4,-5.019788
228383,137.0,16,0,0.011541,V12,-3.692027
266085,2.99,21,0,0.006704,V1,-6.404156
63410,2.58,14,0,9.9e-05,V4,-3.21414
186467,31.39,11,0,6.8e-05,V12,-4.172626
50473,180.0,12,0,5.3e-05,V14,-5.040218
17838,8.99,8,0,7e-06,V14,-5.166109
255315,1.98,19,0,0.0,V4,-5.602246
129588,75.9,21,0,0.000197,V14,-4.436448
60055,43.36,13,0,8.7e-05,V14,-5.844454
82043,0.74,16,0,0.001558,V10,-3.801145
236293,11.27,17,0,0.003186,V4,-6.545358
281582,3.5,23,0,1.2e-05,V1,-6.187676
87944,11.5,17,0,0.00031,V3,-6.52558
52832,49.95,12,0,5e-05,V4,-5.940832
86380,1120.0,17,0,5.9e-05,V3,-2.83673
241530,17.79,17,0,0.0,V11,-8.39038
138590,1180.0,22,0,3e-06,V24,-3.352826
122867,1.0,21,0,0.0,V4,-3.938384
148463,73.16,0,0,3e-06,V4,-6.46786
137037,68.75,22,0,4e-06,V4,-4.215091
260957,2.69,20,0,3e-06,V4,-6.429685
63908,109.0,14,0,0.000412,V4,-4.488936
114012,160.0,20,0,0.000101,V14,-4.3454
32818,8.94,10,0,0.000292,V3,-3.903222
195127,63.47,12,0,8e-06,V4,-6.87809
283482,6.82,23,0,3e-06,V4,-4.142594
37288,1.85,10,0,1e-06,V3,-3.728732
193829,43.0,12,0,0.000438,V14,-4.619831
208760,6.03,14,0,5e-06,V11,-4.782166
120418,15.8,21,0,0.000936,V4,-6.901725
134180,4.49,22,0,5.7e-05,V3,-3.73309
54041,63.0,12,0,0.203352,V14,-2.808362
63050,8.91,14,0,0.000162,V14,-3.001953
268023,1.0,21,0,3e-05,V1,-5.777849
219060,167.38,15,0,8e-06,V12,-3.327026
38419,30.41,10,0,0.000206,V3,-7.033452
112335,26.47,20,0,0.000111,V3,-5.870281
175303,92.96,9,0,3e-06,V4,-6.660958
117135,1.0,20,0,0.003872,V18,-4.053312
197596,15.0,12,0,2e-06,V4,-4.45832
71608,38.71,15,0,0.002557,V4,-5.74828
22670,17.99,8,0,0.0,V14,-4.618628
252283,30.98,19,0,4.6e-05,V4,-5.653882
15862,19.99,7,0,0.000241,V4,-4.059058
145592,44.0,0,0,3e-06,V1,-4.553066
249305,30.03,18,0,7e-06,V4,-5.279002
117327,9.48,20,0,4e-06,V12,-5.961202
217145,91.21,15,0,0.453298,V1,-2.760018
160320,8.99,7,0,1e-06,V1,-5.982264
138085,10.0,22,0,0.001392,V3,-7.237452
221565,835.0,15,0,2.9e-05,V4,-5.57752
108001,5.0,19,0,1e-05,V4,-6.573668
152107,10.22,2,0,5e-06,V4,-6.403606
161860,200.53,7,0,0.0,V14,-3.85796
89973,98.01,17,0,4.4e-05,V4,-5.272588
135964,29.99,22,0,0.473496,V3,-3.517437
130578,1.0,22,0,0.000106,V3,-5.416287
71853,25.01,15,0,0.000381,V3,-6.010305
226836,82.04,16,0,2.7e-05,V4,-4.800384
11980,12.99,5,0,0.001574,V14,-6.517409
62684,301.0,13,0,1.3e-05,V4,-6.341996
204507,4.71,13,0,1e-06,V12,-6.393412
227326,20.0,16,0,8e-06,V4,-7.099284
226171,84.95,16,0,0.210847,V14,-1.492704
172667,153.0,9,0,0.67501,V28,-1.7265
134205,171.94,22,0,0.012541,V14,-3.460548
76567,21.55,15,0,2.7e-05,V14,-5.407673
208687,462.11,14,0,0.243089,V18,-2.290908
18859,56.7,8,0,2.1e-05,V4,-5.864733
149837,5.99,1,0,1e-06,V4,-6.586574
160677,100.0,7,0,2.8e-05,V4,-6.733715
207777,30.0,14,0,0.000233,V4,-5.137346
245647,25.6,18,0,0.000543,V4,-5.952008
26719,42.71,9,0,6.5e-05,V3,-9.604889
81654,1.79,16,0,1e-05,V4,-5.107516
274165,18.89,22,0,3.1e-05,V4,-4.898831
91174,5.0,17,0,0.00539,V18,-3.800525
283939,2.99,23,0,0.0,V3,-6.923314
36643,85.0,10,0,4e-06,V24,-3.986449
223193,1.9,15,0,0.002123,V1,-7.586994
45565,53.65,11,0,0.00028,V14,-5.542168
236596,9.99,17,0,0.000805,V1,-5.696646
17091,61.06,7,0,2.6e-05,V4,-5.704539
143639,52.33,23,0,5.2e-05,V24,-3.677024
192748,650.0,12,0,0.001641,V11,-2.371465
153363,4.98,3,0,1e-06,V14,-5.667376
57890,22.39,13,0,0.001948,V3,-5.856001
41380,15.13,11,0,0.001184,V3,-8.34527
42333,34.0,11,0,2.8e-05,V4,-6.548011
153120,19.66,3,0,0.001047,V10,-3.952221
16715,261.5,7,0,0.003334,V14,-2.948568
93663,18.4,17,0,4e-06,V14,-4.996844
199373,70.96,12,0,0.0,V14,-3.621394
192598,135.0,12,0,0.000264,V4,-5.764034
33794,68.96,10,0,2e-05,V3,-7.72918
83118,868.0,16,0,0.000834,V4,-5.236145
156724,45.51,6,0,4e-06,V3,-4.536728
183587,90.75,10,0,1e-06,V4,-6.074902
182759,8.0,10,0,0.0,V3,-3.73695
137798,9.71,22,0,3.9e-05,V14,-3.57163
110528,79.0,19,0,1e-06,V4,-5.266881
206442,182.21,13,0,1.2e-05,V4,-4.035887
211671,41.76,14,0,0.008823,V4,-3.973262
236060,10.0,17,0,4.8e-05,V14,-6.323126
28728,36.8,9,0,9e-06,V14,-6.744078
34814,60.0,10,0,1e-06,V3,-3.791814
266921,0.92,21,0,2e-06,V4,-5.249704
169217,2.67,9,0,6e-06,V4,-7.610718
275081,13.98,22,0,1e-06,V4,-5.401842
247295,19.99,18,0,0.002181,V4,-7.700892
63138,20.0,14,0,0.001975,V3,-5.052168
133134,12.31,22,0,0.010591,V28,-2.096078
211042,2.18,14,0,1e-05,V12,-6.455898
104281,58.88,19,0,0.023808,V12,-3.34678
9484,3.79,3,0,0.011695,V14,-5.677696
16083,9.95,7,0,4.4e-05,V12,-4.292861
6505,0.77,2,0,0.0,V14,-8.517182
154907,15.52,4,0,2e-06,V4,-4.946275
153894,0.89,3,0,2e-06,V1,-5.884349
185147,39.72,11,0,6e-06,V1,-5.461038
183299,308.12,10,0,0.018383,V12,-3.261355
223808,10.0,15,0,3e-05,V4,-5.112118
47594,53.1,12,0,0.016559,V4,-6.791405
181211,1.79,10,0,4e-06,V1,-5.981244
201311,0.99,13,0,0.0,V1,-5.626585
